,,Supports (example of) ID.AM-03: Representations of the organization's authorized network communication and internal and external network data flows are maintained.,The data provided by the real time analytics platform's tools are used to maintain and manage the baseline of network operations and expected data flows.
,,Supports (integral to) DE.AM-02: Potentially adverse events are analyzed to better understand associated activities.,The real time analytics platform's tools are used to detect events and analyze attack targets and methods.
,,Supports (integral to) DE.AE-03: Information is correlated from multiple sources.,The real time analytics platform's tools can correlate information from multiple sources to support determination of the impact of anomalous events.
,,Supports (integral to) DE.CM-01: Networks and network services are monitored to find potentially adverse events.,"The real time analytics platform monitors the network for undesired characteristics such as identification of causes of network or applications performance degradation or failures, key management-based communications failures, detection and identification of anomalous received data, identification of sources of anomalous data, and detection of traffic from unauthorized sources), and identification of legitimate enterprise data being exfiltrated to anomalous destinations."
,,Supports (example of) DE.CM-6: External service provider activities and services are monitored to find potentially adverse events.,The real time analytics platform monitors the network for potential cybersecurity events
,,,including unauthorized connections and devices.
Traffic Capture Platform for Post Facto Decryption and Analysis,Encrypted storage of captured traffic to allow subsequent analytics of captured traffic. This can be encrypted storage of the captured decrypted traffic or storage of the captured original encrypted traffic.,"Is supported by (precedes) PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization.",Authorization for access to the traffic capture platform must require prior credentialling and authorization of the responsible staff.
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Traffic is stored only in encrypted form.
,,Supports (example of) DE.AM-03: Representations of the organization's authorized network communication and internal and external network data flows are maintained.,The data provided by post facto analysis are used to maintain and manage the baseline of network operations and expected data flows.
,,Supports (integral to) DE.AE-02: Potentially adverse events are analyzed to better understand associated activities.,The data provided by post facto analysis are used to detect events and analyze attack targets and methods.
,,Supports (integral to) DE.AE-03: Impact of events is determined.,Post facto analysis of TLS 1.3-protected traffic correlates information from multiple sources and supports determination of the impact of anomalous events.
,,Supports (example of) DE.CM-01: Networks and network services are monitored to find potentially adverse events.,"Post facto analysis of captured, decrypted, and re-encrypted TLS 1.3-protected data permits network monitoring to detect characteristics such as identification of causes of network or applications performance degradation or failures, key management-based communications failures, detection and identification of anomalous received data, identification of sources of anomalous data, and detection of traffic from unauthorized sources), and identification of legitimate enterprise data being exfiltrated to anomalous destinations. Post facto analysis of TLS 1.3-protected traffic can support detection of malicious code and mobile code."
Key Governance Platform,"Security module performing storage and distribution of keys (e.g., discover, create, renew, provision, revoke, and destroy certificates and keys). Bounded lifetime DH keys are pushed to the TLS server and passive decrypt device providing real time decryption, they are also stored for future use by decrypt solutions that work with captured encrypted sessions. Ephemeral session keys and flow identification data are received from the Session Key Capture agent or the decrypt platform providing real time decryption using these keys and stored for future use by decrypt solutions that work with captured encrypted sessions.","Is supported by (precedes) PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization.","Authorization for access to (e.g., configuration of) and connections to the key governance platform must require prior credentialling and authorization."
,,"Is supported by (integral to) PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties.","The key governance platform discovers, creates, renews, provisions, revokes, and destroys certificates and keys upon which transport layer security relies. Unauthorized access to these keys and processes compromises the effectiveness of TLS. Unauthorized access to TLS transactions can result in access to the full range of information being exchanged."
,,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.","The key governance platform discovers, creates, renews, provisions, revokes, and destroys certificates and keys upon which transport layer security relies."
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Keys are stored only in encrypted form.
,,"Supports (integral to) PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected.",Keys are distributed within the data center in encrypted form only.
,,"Supports (example of) ID.AM-08: Systems, hardware, software, services, and data are managed throughout their life cycles.",The key governance platform supports management of keys including revocation and destruction keys according to enterprise policy.
,,Supports (integral to) DE.CM-01: Networks and network services are monitored to find potentially adverse events.,The key governance platform permits continuous network monitoring to detect potential cybersecurity events by providing key variable information necessary to enable decrypting and forwarding re-encrypted traffic (by data center keys) to real time and post facto analysis platforms. 
TLS Server,"Counter party for encrypted traffic that generates session keys, negotiates encryption protocols, and connects to key management infrastructure.","Is supported by (precedes) GV.OC-02: Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered.",The organization must establish monitoring and analysis roles that are authorized access to the server processes and information associated with inspection and analysis of TLS traffic to configure system access controls. The authorized roles must be consistent with internal information protection policies and agreements with external partners.
,,"Is supported by (precedes) PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization.","Authorization for access to (e.g., configuration of) TLS servers must require prior credentialling and authorization of appropriate staff."
,,"Is supported by (integral to) PR.AA-05: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties.",The TLS server has access to all information being transferred under TLS. Access to the TLS transactions and security processes by unauthorized individuals can result in serious harm to the organization.
,,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.","The TLS server performs TLS cryptographic processes, including access to keys. It hosts the session key capture and registration agent. Physical access to the server can result in unauthorized access to the keys and information protected under the keys."
,,Is supported by (integral to) PR.IR-01: Networks and environments are protected from unauthorized logical access and usage.,"The TLS server performs TLS cryptographic processes, including access to keys. It hosts the session key capture and registration agent. Network-based privileged access to the server can result in unauthorized access to the keys and information protected under the keys."
Key Management Agent,Provisions the TLS server with bounded lifetime DH keys under control of the key governance platform.,"Is supported by (precedes) PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization.","Authorization for access to (e.g., configuration of) and connections to the key management agent must require prior credentialling and authorization of the responsible staff."
,,"Is supported by (integral to) PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties.","The key management agent has access to the session keys under which TLS transactions are protected. Privileged remote access to the key management agent can result in unauthorized access to the keys and information protected under the keys. For this reason, access must be limited to those having specific duties requiring access to all transactions."
,,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.",The key management agent has access to the session keys under which TLS transactions are protected. Physical access to the key management agent by unauthorized individuals can result in unauthorized access to the keys and information protected under the keys.
,,Is supported by (integral to) PR.IR-01: Networks and environments are protected from unauthorized logical access and usage.,The key management agent has access to the session keys under which TLS transactions are protected. Privileged remote access to the key management agent can result in unauthorized access to the keys and information protected under the keys.
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Keys are stored by the key management agent only in encrypted form.
,,"Supports (integral to) PR.DS-2: The confidentiality, integrity, and availability of data-in-transit are protected.",Keys are distributed by the key management agent within the data center in encrypted form only.
,,Supports (integral to) DE.CM-01: Networks and network services are monitored to find potentially adverse events.,The key management agent permits continuous network monitoring to detect potential cybersecurity events by providing key variable information necessary to enable decrypting and forwarding re-encrypted traffic to real time and post facto analysis platforms. 
Key Capture and Registration Agent,Captures the ephemeral session keys and registers the captured keys and flow identification data with the key governance platform.,"Is supported by (precedes) GV.OC-02: Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered.",The organization must establish monitoring and analysis roles that are authorized access to the processes and information associated with inspection and analysis of TLS traffic to configure system access controls. The authorized roles must be consistent with internal information protection policies and agreements with external partners. 
,,"Is supported by (integral to) PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties.","The key capture and registration agent has access to the ephemeral session keys under which TLS transactions are protected. Privileged remote access to the key management agent can result in unauthorized access to the keys and information protected under the keys. For this reason, access must be limited to those having specific duties requiring access to all transactions."
,,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.",The key capture and registration agent has access to the ephemeral session keys under which TLS transactions are protected. Physical access to the key management agent by unauthorized individuals can result in unauthorized access to the keys and information protected under the keys.
,,Is supported by (integral to) PR.IR-01: Networks and environments are protected from unauthorized logical access and usage.,The key capture and registration agent has access to the ephemeral session keys under which TLS transactions are protected. Privileged remote access to the key management agent can result in unauthorized access to the keys and information protected under the keys.
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Keys are stored by the key capture and registration agent only in encrypted form.
,,"Supports (integral to) PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected.",Keys are distributed by the key capture and registration agent within the data center in encrypted form only.
,,Supports (integral to) DE.CM-01: Networks and network services are monitored to find potentially adverse events.,The key capture and registration agent permits continuous network monitoring to detect potential cybersecurity events by providing key variable information necessary to enable decrypting TLS 1.3-encrypted traffic and forwarding re-encrypted traffic to real time and post facto analysis platforms. 
Key Source,Stores private and secret keys.,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.",Protection of private and secret cryptographic keys is critical to TLS and to enterprise security and integrity in general. The Thales key source provides physical protection.
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Keys are stored only in encrypted form.
,,"Supports (integral to) PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected.",Keys are distributed by the key source within the data center in encrypted form only.
Enterprise PKI,Provides enterprise key certificates.,"Is supported by (integral to) PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties.",The enterprise PKI has access to private keys. Unrestricted access to the key management agent can result in unauthorized access to the keys and information protected under the keys for the entire enterprise ' including other enterprises for which it provides PKI services.
,,"Is supported by (integral to) PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk.","The enterprise PKI has access to private keys, usually for multiple systems. Physical access to the enterprise PKI by unauthorized individuals can result in unauthorized access to the keys and information protected under the keys."
,,Is supported by (integral to) PR.IR-01: Networks and environments are protected from unauthorized logical access and usage.,"The enterprise PKI has access to private keys, usually for multiple systems. Privileged remote access to the key management agent can result in unauthorized access to the keys and information protected under the keys."
,,"Supports (integral to) PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected.",Provides keying material for protection of decrypted TLS 1.3 traffic sent to storage in post facto analytics platforms within the data center. Keys are stored in the enterprise PKI only in encrypted form. 
,,"Supports (integral to) PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected.",Provides keying material for protection of data-in-transit within the data center. Only cryptographically protected private and symmetric keys are distributed by the enterprise PKI.
